train,cheated,cheated_map1_131,250
train,cheated,cheated_map1_132,250
train,cheated,cheated_map1_133,250
train,cheated,cheated_map1_134,250
train,cheated,cheated_map1_135,500
train,cheated,cheated_map1_136,250
train,cheated,cheated_map1_137,250
train,cheated,cheated_map1_139,250
train,cheated,cheated_map1_140,500
train,cheated,cheated_map1_142,250
train,cheated,cheated_map2_006,250
train,cheated,cheated_map2_007,250
train,cheated,cheated_map2_008,250
train,cheated,cheated_map2_009,250
train,cheated,cheated_map2_010,493
train,cheated,cheated_map2_011,250
train,cheated,cheated_map2_014,500
train,cheated,cheated_map2_016,250
train,cheated,cheated_map2_018,250
train,cheated,cheated_map2_019,458
train,cheated,cheated_map2_020,250
train,cheated,cheated_map2_021,247
train,cheated,cheated_map2_022,250
train,cheated,cheated_map2_023,250
train,cheated,cheated_map2_025,227
train,cheated,cheated_map2_027,250
train,cheated,cheated_map2_029,250
train,cheated,cheated_map2_030,250
train,cheated,cheated_map2_031,250
train,cheated,cheated_map2_033,463
train,cheated,cheated_map2_035,250
train,cheated,cheated_map2_036,250
train,cheated,cheated_map2_037,500
train,cheated,cheated_map2_038,250
train,cheated,cheated_map2_039,250
train,cheated,cheated_map2_040,250
train,cheated,cheated_map2_041,250
train,cheated,cheated_map2_043,250
train,cheated,cheated_map2_045,214
train,cheated,cheated_map2_046,500
train,cheated,cheated_map2_047,178
train,cheated,cheated_map2_048,250
train,cheated,cheated_map2_049,250
train,cheated,cheated_map2_051,250
train,cheated,cheated_map2_052,250
train,cheated,cheated_map2_053,250
train,cheated,cheated_map2_054,250
train,cheated,cheated_map2_055,500
train,cheated,cheated_map2_056,250
train,cheated,cheated_map2_057,250
train,cheated,cheated_map2_058,250
train,cheated,cheated_map2_059,250
train,cheated,cheated_map2_060,500
train,cheated,cheated_map2_061,250
train,cheated,cheated_map2_063,250
train,cheated,cheated_map2_065,500
train,cheated,cheated_map2_066,250
train,cheated,cheated_map2_068,250
train,cheated,cheated_map2_069,249
train,cheated,cheated_map2_070,493
train,cheated,cheated_map2_071,250
train,cheated,cheated_map2_072,250
train,cheated,cheated_map2_073,250
train,cheated,cheated_map2_074,250
train,cheated,cheated_map2_075,500
train,cheated,cheated_map2_076,227
train,cheated,cheated_map2_077,250
train,cheated,cheated_map2_078,250
train,cheated,cheated_map2_079,485
train,cheated,cheated_map2_080,250
train,cheated,cheated_map2_082,246
train,cheated,cheated_map2_084,500
train,cheated,cheated_map2_085,250
train,cheated,cheated_map2_086,250
train,cheated,cheated_map2_087,250
train,cheated,cheated_map2_088,250
train,cheated,cheated_map2_089,476
train,cheated,cheated_map2_090,250
train,cheated,cheated_map2_092,250

train,cheated,cheated_map2_096,250

train,cheated,cheated_map2_097,500

train,cheated,cheated_map2_098,250

train,cheated,cheated_map2_099,250

train,cheated,cheated_map2_100,250

train,cheated,cheated_map2_101,250

train,cheated,cheated_map2_102,500

train,cheated,cheated_map2_103,250

train,cheated,cheated_map2_104,224

train,cheated,cheated_map2_106,250

train,cheated,cheated_map2_107,499

train,cheated,cheated_map2_110,250

train,cheated,cheated_map2_111,500

train,cheated,cheated_map2_114,250

train,cheated,cheated_map2_117,250

train,cheated,cheated_map2_118,250

train,cheated,cheated_map2_119,250

train,cheated,cheated_map2_121,412

train,cheated,cheated_map2_122,250

train,cheated,cheated_map2_124,500

train,cheated,cheated_map2_125,250

train,cheated,cheated_map2_126,250

train,cheated,cheated_map2_127,250

train,cheated,cheated_map2_128,250

train,cheated,cheated_map2_130,238

train,cheated,cheated_map2_131,250

train,cheated,cheated_map2_132,250

train,cheated,cheated_map2_135,250

train,cheated,cheated_map2_136,250

train,cheated,cheated_map2_137,250

train,genuine,genuine_map1_000,488

train,genuine,genuine_map1_002,250

train,genuine,genuine_map1_004,250

train,genuine,genuine_map1_005,250

train,genuine,genuine_map1_008,250

train,genuine,genuine_map1_009,250

train,genuine,genuine_map1_010,250

train,genuine,genuine_map1_011,500

train,genuine,genuine_map1_012,250

train,genuine,genuine_map1_017,250

train,genuine,genuine_map1_019,250

train,genuine,genuine_map1_021,500

train,genuine,genuine_map1_022,199

train,genuine,genuine_map1_023,250

train,genuine,genuine_map1_025,500

train,genuine,genuine_map1_026,250

train,genuine,genuine_map1_027,250

train,genuine,genuine_map1_029,250

train,genuine,genuine_map1_031,250

train,genuine,genuine_map1_032,250

train,genuine,genuine_map1_033,250

train,genuine,genuine_map1_035,467

train,genuine,genuine_map1_036,250

train,genuine,genuine_map1_037,250

train,genuine,genuine_map1_038,250

train,genuine,genuine_map1_040,500

train,genuine,genuine_map1_042,250

train,genuine,genuine_map1_043,250

train,genuine,genuine_map1_044,250

train,genuine,genuine_map1_046,250

train,genuine,genuine_map1_047,250

train,genuine,genuine_map1_049,250

train,genuine,genuine_map1_050,500

train,genuine,genuine_map1_051,250

train,genuine,genuine_map1_052,250

train,genuine,genuine_map1_055,500

train,genuine,genuine_map1_056,250

train,genuine,genuine_map1_059,250

train,genuine,genuine_map1_060,307

train,genuine,genuine_map1_062,250

train,genuine,genuine_map1_064,250

train,genuine,genuine_map1_065,250

train,genuine,genuine_map1_066,500

train,genuine,genuine_map1_067,250

train,genuine,genuine_map1_068,250

train,genuine,genuine_map1_070,250

train,genuine,genuine_map1_071,500

train,genuine,genuine_map1_072,184

train,genuine,genuine_map1_074,500

train,genuine,genuine_map1_075,250

train,genuine,genuine_map1_076,250

train,genuine,genuine_map1_077,250

train,genuine,genuine_map1_080,250

train,genuine,genuine_map1_081,250

train,genuine,genuine_map1_082,250

train,genuine,genuine_map1_083,250

train,genuine,genuine_map1_084,500

train,genuine,genuine_map1_085,250

train,genuine,genuine_map1_086,250

train,genuine,genuine_map1_088,250

train,genuine,genuine_map1_089,346

train,genuine,genuine_map1_090,250

train,genuine,genuine_map1_091,500

train,genuine,genuine_map1_092,250

train,genuine,genuine_map1_093,250

train,genuine,genuine_map1_094,250

train,genuine,genuine_map1_095,250

train,genuine,genuine_map1_096,500

train,genuine,genuine_map1_098,250

train,genuine,genuine_map1_099,250

train,genuine,genuine_map1_101,500

train,genuine,genuine_map1_102,250

train,genuine,genuine_map1_104,250

train,genuine,genuine_map1_107,250

train,genuine,genuine_map1_108,250

train,genuine,genuine_map1_109,250

train,genuine,genuine_map1_111,316

train,genuine,genuine_map1_112,250

train,genuine,genuine_map1_114,250

train,genuine,genuine_map1_116,250

train,genuine,genuine_map1_117,250

train,genuine,genuine_map1_118,250

train,genuine,genuine_map1_119,500

train,genuine,genuine_map1_120,250

train,genuine,genuine_map1_121,250

train,genuine,genuine_map1_122,250

train,genuine,genuine_map1_125,250

train,genuine,genuine_map1_126,250

train,genuine,genuine_map1_127,250

train,genuine,genuine_map1_128,139

train,genuine,genuine_map2_000,517

train,genuine,genuine_map2_001,250

train,genuine,genuine_map2_002,250

train,genuine,genuine_map2_003,250

train,genuine,genuine_map2_004,250

train,genuine,genuine_map2_005,500

train,genuine,genuine_map2_006,250

train,genuine,genuine_map2_009,250

train,genuine,genuine_map2_010,500

train,genuine,genuine_map2_011,250

train,genuine,genuine_map2_012,250

train,genuine,genuine_map2_013,231

train,genuine,genuine_map2_015,500

train,genuine,genuine_map2_019,250

train,genuine,genuine_map2_020,478

train,genuine,genuine_map2_021,250

train,genuine,genuine_map2_022,250

train,genuine,genuine_map2_023,250

train,genuine,genuine_map2_026,235

train,genuine,genuine_map2_027,250

train,genuine,genuine_map2_028,492

train,genuine,genuine_map2_029,250

train,genuine,genuine_map2_031,250

train,genuine,genuine_map2_032,250

train,genuine,genuine_map2_033,500

train,genuine,genuine_map2_034,250

train,genuine,genuine_map2_035,250

train,genuine,genuine_map2_037,250

train,genuine,genuine_map2_038,500

train,genuine,genuine_map2_039,250

train,genuine,genuine_map2_040,235

train,genuine,genuine_map2_042,250

train,genuine,genuine_map2_043,453

train,genuine,genuine_map2_044,247

train,genuine,genuine_map2_045,250

train,genuine,genuine_map2_046,250

train,genuine,genuine_map2_047,500

train,genuine,genuine_map2_048,242

train,genuine,genuine_map2_050,248

train,genuine,genuine_map2_051,250

train,genuine,genuine_map2_052,500

train,genuine,genuine_map2_053,250

train,genuine,genuine_map2_054,250

train,genuine,genuine_map2_055,250

train,genuine,genuine_map2_056,250

train,genuine,genuine_map2_058,250

train,genuine,genuine_map2_059,250

train,genuine,genuine_map2_060,447

train,genuine,genuine_map2_061,250

train,genuine,genuine_map2_062,230

train,genuine,genuine_map2_063,250

train,genuine,genuine_map2_065,170

train,genuine,genuine_map2_066,250

train,genuine,genuine_map2_069,250

train,genuine,genuine_map2_070,500

train,genuine,genuine_map2_075,227

train,genuine,genuine_map2_077,250

train,genuine,genuine_map2_078,430

train,genuine,genuine_map2_079,250

train,genuine,genuine_map2_080,250

train,genuine,genuine_map2_082,225

train,genuine,genuine_map2_083,250

train,genuine,genuine_map2_084,250

train,genuine,genuine_map2_085,452

train,genuine,genuine_map2_087,250

train,genuine,genuine_map2_088,250

train,genuine,genuine_map2_089,475

train,genuine,genuine_map2_090,230

train,genuine,genuine_map2_091,190

train,genuine,genuine_map2_092,500

train,genuine,genuine_map2_093,247

train,genuine,genuine_map2_094,250

train,genuine,genuine_map2_096,250

train,genuine,genuine_map2_097,500

train,genuine,genuine_map2_100,250

train,genuine,genuine_map2_101,500

train,genuine,genuine_map2_103,250

train,genuine,genuine_map2_104,250

train,genuine,genuine_map2_105,250

train,genuine,genuine_map2_106,462

train,genuine,genuine_map2_109,250

train,genuine,genuine_map2_114,240

train,genuine,genuine_map2_118,470

train,genuine,genuine_map2_120,195

train,genuine,genuine_map2_122,250

train,genuine,genuine_map2_123,250

train,genuine,genuine_map2_124,237

train,genuine,genuine_map2_125,250

train,genuine,genuine_map2_126,500

train,genuine,genuine_map2_128,250

train,genuine,genuine_map2_129,250

train,genuine,genuine_map2_130,250

train,genuine,genuine_map2_131,500

train,genuine,genuine_map2_132,248

train,genuine,genuine_map2_135,250

train,genuine,genuine_map2_136,459

train,genuine,genuine_map2_137,250

train,genuine,genuine_map2_139,238

train,genuine,genuine_map2_140,462

train,genuine,genuine_map2_142,154

test,cheated,cheated_map1_002,250

test,cheated,cheated_map1_003,250

test,cheated,cheated_map1_005,250

test,cheated,cheated_map1_006,500

test,cheated,cheated_map1_007,281

test,cheated,cheated_map1_010,250

test,cheated,cheated_map1_011,250

test,cheated,cheated_map1_012,486

test,cheated,cheated_map1_013,250

test,cheated,cheated_map1_015,250

test,cheated,cheated_map1_020,250

test,cheated,cheated_map1_032,250

test,cheated,cheated_map1_034,500

test,cheated,cheated_map1_042,250

test,cheated,cheated_map1_043,250

test,cheated,cheated_map1_048,250

test,cheated,cheated_map1_051,250

test,cheated,cheated_map1_054,500

test,cheated,cheated_map1_057,250

test,cheated,cheated_map1_059,500

test,cheated,cheated_map1_065,250

test,cheated,cheated_map1_068,250

test,cheated,cheated_map1_070,250

test,cheated,cheated_map1_071,250

test,cheated,cheated_map1_073,250

test,cheated,cheated_map1_075,250

test,cheated,cheated_map1_077,250

test,cheated,cheated_map1_083,250

test,cheated,cheated_map1_084,250

test,cheated,cheated_map1_085,250

test,cheated,cheated_map1_088,250

test,cheated,cheated_map1_090,250

test,cheated,cheated_map1_097,250

test,cheated,cheated_map1_098,250

test,cheated,cheated_map1_099,250

test,cheated,cheated_map1_101,500

test,cheated,cheated_map1_102,250

test,cheated,cheated_map1_103,250

test,cheated,cheated_map1_110,250

test,cheated,cheated_map1_111,500

test,cheated,cheated_map1_113,250

test,cheated,cheated_map1_114,250

test,cheated,cheated_map1_121,500

test,cheated,cheated_map1_122,250

test,cheated,cheated_map1_123,192

test,cheated,cheated_map1_125,500

test,cheated,cheated_map1_129,250

test,cheated,cheated_map1_138,250

test,cheated,cheated_map1_141,250

test,cheated,cheated_map2_012,250

test,cheated,cheated_map2_013,250

test,cheated,cheated_map2_015,250

test,cheated,cheated_map2_017,250

test,cheated,cheated_map2_024,500

test,cheated,cheated_map2_026,250

test,cheated,cheated_map2_028,500

test,cheated,cheated_map2_032,250

test,cheated,cheated_map2_034,250

test,cheated,cheated_map2_042,480

test,cheated,cheated_map2_044,250

test,cheated,cheated_map2_050,500

test,cheated,cheated_map2_062,250

test,cheated,cheated_map2_064,250

test,cheated,cheated_map2_067,250

test,cheated,cheated_map2_081,250

test,cheated,cheated_map2_083,250

test,cheated,cheated_map2_091,250

test,cheated,cheated_map2_093,454

test,cheated,cheated_map2_094,250

test,cheated,cheated_map2_095,250

test,cheated,cheated_map2_105,250

test,cheated,cheated_map2_108,250

test,cheated,cheated_map2_109,220

test,cheated,cheated_map2_112,220

test,cheated,cheated_map2_113,250

test,cheated,cheated_map2_115,250

test,cheated,cheated_map2_116,500

test,cheated,cheated_map2_120,250

test,cheated,cheated_map2_123,250

test,cheated,cheated_map2_129,500

test,cheated,cheated_map2_133,250

test,cheated,cheated_map2_134,460

test,cheated,cheated_map2_138,500

test,genuine,genuine_map1_001,346

test,genuine,genuine_map1_003,250

test,genuine,genuine_map1_006,500

test,genuine,genuine_map1_007,250

test,genuine,genuine_map1_013,250
test,genuine,genuine_map1_014,250
test,genuine,genuine_map1_015,250
test,genuine,genuine_map1_016,500
test,genuine,genuine_map1_018,250
test,genuine,genuine_map1_020,250
test,genuine,genuine_map1_024,250
test,genuine,genuine_map1_028,250
test,genuine,genuine_map1_030,500
test,genuine,genuine_map1_034,250
test,genuine,genuine_map1_039,250
test,genuine,genuine_map1_041,250
test,genuine,genuine_map1_045,500
test,genuine,genuine_map1_048,250
test,genuine,genuine_map1_053,250
test,genuine,genuine_map1_054,250
test,genuine,genuine_map1_057,250
test,genuine,genuine_map1_058,250
test,genuine,genuine_map1_061,500
test,genuine,genuine_map1_063,250
test,genuine,genuine_map1_069,250
test,genuine,genuine_map1_073,250
test,genuine,genuine_map1_078,250
test,genuine,genuine_map1_079,500
test,genuine,genuine_map1_087,250
test,genuine,genuine_map1_097,250
test,genuine,genuine_map1_100,250
test,genuine,genuine_map1_103,250
test,genuine,genuine_map1_105,250
test,genuine,genuine_map1_106,500
test,genuine,genuine_map1_110,250
test,genuine,genuine_map1_113,367
test,genuine,genuine_map1_115,443
test,genuine,genuine_map1_123,250
test,genuine,genuine_map1_124,500
test,genuine,genuine_map2_007,250
test,genuine,genuine_map2_008,250
test,genuine,genuine_map2_014,250
test,genuine,genuine_map2_016,250
test,genuine,genuine_map2_017,250
test,genuine,genuine_map2_018,250
test,genuine,genuine_map2_024,472
test,genuine,genuine_map2_025,250
test,genuine,genuine_map2_030,250
test,genuine,genuine_map2_036,250
test,genuine,genuine_map2_041,250
test,genuine,genuine_map2_049,250
test,genuine,genuine_map2_057,435
test,genuine,genuine_map2_064,472
test,genuine,genuine_map2_067,433
test,genuine,genuine_map2_068,250
test,genuine,genuine_map2_071,250
test,genuine,genuine_map2_072,205
test,genuine,genuine_map2_073,250
test,genuine,genuine_map2_074,455
test,genuine,genuine_map2_076,238
test,genuine,genuine_map2_081,445
test,genuine,genuine_map2_086,250
test,genuine,genuine_map2_095,250
test,genuine,genuine_map2_098,208
test,genuine,genuine_map2_099,250
test,genuine,genuine_map2_102,250
test,genuine,genuine_map2_107,250
test,genuine,genuine_map2_108,250
test,genuine,genuine_map2_110,500
test,genuine,genuine_map2_111,250
test,genuine,genuine_map2_112,250
test,genuine,genuine_map2_113,245
test,genuine,genuine_map2_115,477
test,genuine,genuine_map2_116,250
test,genuine,genuine_map2_117,212
test,genuine,genuine_map2_119,223
test,genuine,genuine_map2_121,500
test,genuine,genuine_map2_127,250
test,genuine,genuine_map2_133,250
test,genuine,genuine_map2_134,250
test,genuine,genuine_map2_138,250
test,genuine,genuine_map2_141,250
